PDF,RelativePath,Status,TotalPages,PagesCreated,PagesSkipped,PagesFailed,DPI,JPEGQuality,Seconds,Error
U9ZA6IWH__Keller - 2010 - Ron English Pop Up Factory at Opera Gallery(2).pdf,U9ZA6IWH__Keller - 2010 - Ron English Pop Up Factory at Opera Gallery(2).pdf,Completed,2,2,0,0,200,90,0.48,
UBNKJVNZ___.pdf,UBNKJVNZ___.pdf,Completed,2,2,0,0,200,90,1.17,
UBYWZQE6___.pdf,UBYWZQE6___.pdf,Completed,3,3,0,0,200,90,1.85,
UDCKVJWR__Corazón - 2017 - Jonathan Levine Gallery está de vuelta con welcome to Jersey.pdf,UDCKVJWR__Corazón - 2017 - Jonathan Levine Gallery está de vuelta con welcome to Jersey.pdf,Completed,2,2,0,0,200,90,0.41,
UE9RMT25___.pdf,UE9RMT25___.pdf,Completed,1,1,0,0,200,90,0.65,
UEHRPPJA__Corey Helford Gallery - 2012 - Backyard Soldiers By Ron English.pdf,UEHRPPJA__Corey Helford Gallery - 2012 - Backyard Soldiers By Ron English.pdf,Completed,1,1,0,0,200,90,0.2,
UGLGC6MF__Eller - 2021 - Preview Ron English “Brand Royalty” @ Allouche Gallery Opening 91821 NYC(2).pdf,UGLGC6MF__Eller - 2021 - Preview Ron English “Brand Royalty” @ Allouche Gallery Opening 91821 NYC(2).pdf,Completed,5,5,0,0,200,90,1.9,
UGN44Z79__vhsfiend - 2019 - Ron English 'Welcome Wall' On U.S.Mexico Border.pdf,UGN44Z79__vhsfiend - 2019 - Ron English 'Welcome Wall' On U.S.Mexico Border.pdf,Completed,10,10,0,0,200,90,2.15,
UJJIFHHN___.pdf,UJJIFHHN___.pdf,Completed,5,5,0,0,200,90,2.92,
UKB8G3W6___.pdf,UKB8G3W6___.pdf,Completed,3,3,0,0,200,90,1.9,
UM9NL4G3___.pdf,UM9NL4G3___.pdf,Completed,1,1,0,0,200,90,0.29,
UMS9LZH4__Blag Magazine y Edwards - Ron English.pdf,UMS9LZH4__Blag Magazine y Edwards - Ron English.pdf,Completed,10,10,0,0,200,90,3.54,
UNQPZD79___.pdf,UNQPZD79___.pdf,Completed,2,2,0,0,200,90,1.6,
UPPBNXXR___.pdf,UPPBNXXR___.pdf,Completed,3,3,0,0,200,90,1.46,
UPW9RFL5___.pdf,UPW9RFL5___.pdf,Completed,2,2,0,0,200,90,0.79,
UQAFCGMW__Eller - 2020 - Ron English “POPaganda On Paper” A Virtual Exhibition Interview & Preview(3).pdf,UQAFCGMW__Eller - 2020 - Ron English “POPaganda On Paper” A Virtual Exhibition Interview & Preview(3).pdf,Completed,7,7,0,0,200,90,2.37,
"UQDI5I4B__Charman - 1994 - English 101 – Fuck art, let's dance!.pdf","UQDI5I4B__Charman - 1994 - English 101 – Fuck art, let's dance!.pdf",Completed,1,1,0,0,200,90,0.44,
URCIKGEH__Eicbman - 1989 - The Prisoners of Art.pdf,URCIKGEH__Eicbman - 1989 - The Prisoners of Art.pdf,Completed,2,2,0,0,200,90,1.86,
USA4SMMU__Armand - 2013 - Peter Adamyan “Trailer Park Jesus” Plate Set.pdf,USA4SMMU__Armand - 2013 - Peter Adamyan “Trailer Park Jesus” Plate Set.pdf,Completed,2,2,0,0,200,90,0.42,
UT64STZT__Global Corpocracy - 2016 - Global Corpocracy is a collaborative art activism project with the following institutions and organizations.pdf,UT64STZT__Global Corpocracy - 2016 - Global Corpocracy is a collaborative art activism project with the following institutions and organizations.pdf,Completed,3,3,0,0,200,90,0.64,
UTNTY8MU___.pdf,UTNTY8MU___.pdf,Completed,1,1,0,0,200,90,0.52,
UUV7LDBN___.pdf,UUV7LDBN___.pdf,Completed,2,2,0,0,200,90,0.91,
"UUVZVX5P__Egziabher, Edwards - 2013 - 済無No Title No Title.pdf","UUVZVX5P__Egziabher, Edwards - 2013 - 済無No Title No Title.pdf",Completed,2,2,0,0,200,90,0.72,
UV3XGEKE__Brooklyn Street Art - 2010 - Images Of The Week 03.06.11.pdf,UV3XGEKE__Brooklyn Street Art - 2010 - Images Of The Week 03.06.11.pdf,Completed,2,2,0,0,200,90,0.32,
UWCIRJP2___.pdf,UWCIRJP2___.pdf,Completed,2,2,0,0,200,90,2.08,
UXZRMJG9___.pdf,UXZRMJG9___.pdf,Completed,2,2,0,0,200,90,1.41,
UZ6ZZA5V__Banks - 2011 - Ron English “English 101” Exhibition @ POST NO BILLS Recap.pdf,UZ6ZZA5V__Banks - 2011 - Ron English “English 101” Exhibition @ POST NO BILLS Recap.pdf,Completed,9,9,0,0,200,90,2.24,
V7IND9A6___.pdf,V7IND9A6___.pdf,Completed,2,2,0,0,200,90,1.71,
V9377ZBS___.pdf,V9377ZBS___.pdf,Completed,2,2,0,0,200,90,1.25,
VC78EIHR__Opera Gallery - Grand Opening 62 Faubourg Saint- Honoré - Opera Ga.pdf,VC78EIHR__Opera Gallery - Grand Opening 62 Faubourg Saint- Honoré - Opera Ga.pdf,Completed,55,55,0,0,200,90,21.98,
VD233PYJ__Bumbershoot - 2012 - Bumbershoot! Elvistravaganza! - The stanger.pdf,VD233PYJ__Bumbershoot - 2012 - Bumbershoot! Elvistravaganza! - The stanger.pdf,Completed,1,1,0,0,200,90,0.15,
VE2IN4TN___.pdf,VE2IN4TN___.pdf,Completed,1,1,0,0,200,90,0.34,
VEZFUN47__Morris Goen - Unknown - Photo of Ron plus cutout.pdf,VEZFUN47__Morris Goen - Unknown - Photo of Ron plus cutout.pdf,Completed,1,1,0,0,200,90,0.17,
VG8GA4EC__Nancy Ungar - 1995 - Shedding light on black - Color Corrected.pdf,VG8GA4EC__Nancy Ungar - 1995 - Shedding light on black - Color Corrected.pdf,Completed,1,1,0,0,200,90,0.41,
VGFR83RE__All Zero Four - Unknown - Refill - Issue 4.pdf,VGFR83RE__All Zero Four - Unknown - Refill - Issue 4.pdf,Completed,1,1,0,0,200,90,0.64,
"VGR4NBLE__Federer107 - 2020 - One of my fav Art Designer artist is Ron English, who else is a big fan of his work.pdf","VGR4NBLE__Federer107 - 2020 - One of my fav Art Designer artist is Ron English, who else is a big fan of his work.pdf",Completed,8,8,0,0,200,90,1.99,
VGUEWVS7__Gop Art - Unknown - Abstract Excretionism.pdf,VGUEWVS7__Gop Art - Unknown - Abstract Excretionism.pdf,Completed,1,1,0,0,200,90,0.26,
VJBK43P6__London Street Art Desing - 2010 - Ron English.pdf,VJBK43P6__London Street Art Desing - 2010 - Ron English.pdf,Completed,2,2,0,0,200,90,0.55,
"VSCK3AS4__Guernica - 2016 - Allouche Gallery Presents Ron English, Guernica.pdf","VSCK3AS4__Guernica - 2016 - Allouche Gallery Presents Ron English, Guernica.pdf",Completed,5,5,0,0,200,90,1.25,
VV66LI2L__Internet Graphics Gallery - Unknown - Ron English - Art Crimes.pdf,VV66LI2L__Internet Graphics Gallery - Unknown - Ron English - Art Crimes.pdf,Completed,1,1,0,0,200,90,0.4,
VW7RVN66___.pdf,VW7RVN66___.pdf,Completed,1,1,0,0,200,90,0.93,
VXXYLEFX__Juxtapoz Art & Culture Magazine - Ron English - TOYBOX America in the Visuals.pdf,VXXYLEFX__Juxtapoz Art & Culture Magazine - Ron English - TOYBOX America in the Visuals.pdf,Completed,2,2,0,0,200,90,1.26,
VY3DUCNG__Westall - 2015 - Over 40 Street Artists Celebrate The City @Somersethouse.pdf,VY3DUCNG__Westall - 2015 - Over 40 Street Artists Celebrate The City @Somersethouse.pdf,Completed,4,4,0,0,200,90,0.97,
VYUUTXTK___.pdf,VYUUTXTK___.pdf,Completed,2,2,0,0,200,90,0.98,
VZM5DK4K__Gallery Stendhal - 1991 - About this week's cover - Marilyn Mickey Mouse painting.pdf,VZM5DK4K__Gallery Stendhal - 1991 - About this week's cover - Marilyn Mickey Mouse painting.pdf,Completed,1,1,0,0,200,90,0.25,
W2LZPVCD__Russo - apocalittici pop surrealisti creatori di mondi sen.pdf,W2LZPVCD__Russo - apocalittici pop surrealisti creatori di mondi sen.pdf,Completed,3,3,0,0,200,90,1.1,
W3E9RYP2__Wolfe - 2009 - Ron English & Alex Pardee.pdf,W3E9RYP2__Wolfe - 2009 - Ron English & Alex Pardee.pdf,Completed,25,25,0,0,200,90,5.65,
W4MF23XE__English - 1991 - Superman Painting By Ron English.pdf,W4MF23XE__English - 1991 - Superman Painting By Ron English.pdf,Completed,1,1,0,0,200,90,0.45,
"W5TE6588__Chun - 2003 - Warhol's CD calls for repeat listenings - Welcome to the Monkey House, The Dandy Warhols.pdf","W5TE6588__Chun - 2003 - Warhol's CD calls for repeat listenings - Welcome to the Monkey House, The Dandy Warhols.pdf",Completed,1,1,0,0,200,90,0.26,
W5YDWAWI__Report - Unknown - Riding that Ron English train.pdf,W5YDWAWI__Report - Unknown - Riding that Ron English train.pdf,Completed,1,1,0,0,200,90,0.56,
W72LU26R__Gallery Stendhal - 1991 - Oil on canvas titled The Ascension.pdf,W72LU26R__Gallery Stendhal - 1991 - Oil on canvas titled The Ascension.pdf,Completed,1,1,0,0,200,90,0.39,
W7TNFWD4___.pdf,W7TNFWD4___.pdf,Completed,2,2,0,0,200,90,0.92,
W9TIP556___.pdf,W9TIP556___.pdf,Completed,1,1,0,0,200,90,0.68,
WA54BFF8__Lips - 2018 - Allouche Gallery.pdf,WA54BFF8__Lips - 2018 - Allouche Gallery.pdf,Completed,7,7,0,0,200,90,1.66,
WC3EMBYD___.pdf,WC3EMBYD___.pdf,Completed,2,2,0,0,200,90,1.68,
"WCHBHX3A__Comedi Central - 2016 - South Park 20 Experience, August 24 to sept 25, 2016, Paley Center for Media.pdf","WCHBHX3A__Comedi Central - 2016 - South Park 20 Experience, August 24 to sept 25, 2016, Paley Center for Media.pdf",Completed,1,1,0,0,200,90,0.37,
WFD5KAU4___.pdf,WFD5KAU4___.pdf,Completed,1,1,0,0,200,90,0.41,
WFPF2H7Y___.pdf,WFPF2H7Y___.pdf,Completed,1,1,0,0,200,90,0.22,
WJR665QN__Art Daily - 1996 - Group exhibition of works by Neo-Pop artists on view at gallery nine 5.pdf,WJR665QN__Art Daily - 1996 - Group exhibition of works by Neo-Pop artists on view at gallery nine 5.pdf,Completed,1,1,0,0,200,90,0.24,
WL2HB6PS__The House Post - 1990 - Out of the frying pan.pdf,WL2HB6PS__The House Post - 1990 - Out of the frying pan.pdf,Completed,1,1,0,0,200,90,0.45,
WPWDSK6D__Ruano - 2008 - Manifest Hope Art Gallery Update.pdf,WPWDSK6D__Ruano - 2008 - Manifest Hope Art Gallery Update.pdf,Completed,7,7,0,0,200,90,1.64,
WR32PXSE__Pedro - 2017 - Blackbook Toy x Ron English Mousezilla.pdf,WR32PXSE__Pedro - 2017 - Blackbook Toy x Ron English Mousezilla.pdf,Completed,4,4,0,0,200,90,1.01,
WSCR4DJ3__Adelstein - 2020 - Review Weekend art show roundup.pdf,WSCR4DJ3__Adelstein - 2020 - Review Weekend art show roundup.pdf,Completed,2,2,0,0,200,90,0.39,
WX46VGLX___.pdf,WX46VGLX___.pdf,Completed,1,1,0,0,200,90,0.26,
WXCKB3CT__Brooklyn Street Art - 2012 - “Making Faces” At Opera A New York Party”.pdf,WXCKB3CT__Brooklyn Street Art - 2012 - “Making Faces” At Opera A New York Party”.pdf,Completed,1,1,0,0,200,90,0.23,
"WXWPLQDW__Estiler - 2016 - When Art Becomes Commodified, Does It Help or Hinder Originality.pdf","WXWPLQDW__Estiler - 2016 - When Art Becomes Commodified, Does It Help or Hinder Originality.pdf",Completed,19,19,0,0,200,90,5.47,
WYJPVM9B__Costa - 1992 - Reading English.pdf,WYJPVM9B__Costa - 1992 - Reading English.pdf,Completed,4,4,0,0,200,90,1.55,
WZ49XH84___.pdf,WZ49XH84___.pdf,Completed,1,1,0,0,200,90,0.56,
"X25JZS9L__Sunstorm, march-april 1992 Absolut collaboration The Role of the Artist in Modern Society by David Betz.pdf","X25JZS9L__Sunstorm, march-april 1992 Absolut collaboration The Role of the Artist in Modern Society by David Betz.pdf",Completed,2,2,0,0,200,90,0.68,
"X2MFR7EZ__Squid - 2007 - Big Picture Pop, Ron English.pdf","X2MFR7EZ__Squid - 2007 - Big Picture Pop, Ron English.pdf",Completed,1,1,0,0,200,90,0.29,
X3JPAGKU__Kordic - 2016 - The Art of Ron English(2).pdf,X3JPAGKU__Kordic - 2016 - The Art of Ron English(2).pdf,Completed,1,1,0,0,200,90,0.2,
X9AM3YTG___.pdf,X9AM3YTG___.pdf,Completed,3,3,0,0,200,90,1.32,
X9LBXLWT__Marriott - Unknown - Ron English.pdf,X9LBXLWT__Marriott - Unknown - Ron English.pdf,Completed,2,2,0,0,200,90,1.42,
XC3YJIYH__English - Unknown - Soul Snatcher - Ron English.pdf,XC3YJIYH__English - Unknown - Soul Snatcher - Ron English.pdf,Completed,1,1,0,0,200,90,0.22,
XDFMBCVV__Alchetron - 2018 - Ron English (artist).pdf,XDFMBCVV__Alchetron - 2018 - Ron English (artist).pdf,Completed,6,6,0,0,200,90,1.31,
XFFSTAZ8___.pdf,XFFSTAZ8___.pdf,Completed,2,2,0,0,200,90,8.09,
XMLU4NGI___.pdf,XMLU4NGI___.pdf,Completed,1,1,0,0,200,90,0.43,
XPXCV8RM___.pdf,XPXCV8RM___.pdf,Completed,3,3,0,0,200,90,1.05,
XQAL8CA3___.pdf,XQAL8CA3___.pdf,Completed,2,2,0,0,200,90,0.43,
XRMYUX3N__Sleepboy - 2013 - Openings Ron English – “Popogandastan” @ Corey Helford Gallery.pdf,XRMYUX3N__Sleepboy - 2013 - Openings Ron English – “Popogandastan” @ Corey Helford Gallery.pdf,Completed,12,12,0,0,200,90,3.51,
"XSCLHQF3__Estiler - 2019 - Ron English Gets Mexico to Help Pay for 2,000-Foot 'Welcome Wall' Along Border.pdf","XSCLHQF3__Estiler - 2019 - Ron English Gets Mexico to Help Pay for 2,000-Foot 'Welcome Wall' Along Border.pdf",Completed,2,2,0,0,200,90,0.39,
XU25EF6P__Andy - 2016 - 3DRetro SDCC 2016 Exclusives and Signings.pdf,XU25EF6P__Andy - 2016 - 3DRetro SDCC 2016 Exclusives and Signings.pdf,Completed,2,2,0,0,200,90,0.59,
XVYBB6EJ___.pdf,XVYBB6EJ___.pdf,Completed,3,3,0,0,200,90,2.05,
XWBE5DW9__O'Brien - 2013 - Popaganda's 12 days of Xmas Madness - Day 1.pdf,XWBE5DW9__O'Brien - 2013 - Popaganda's 12 days of Xmas Madness - Day 1.pdf,Completed,1,1,0,0,200,90,0.37,
XZXTBTSE___.pdf,XZXTBTSE___.pdf,Completed,1,1,0,0,200,90,0.5,
Y23HP4K2__Kim - 2015 - Ron English NeoNature Exhibition @ Corey Helford Gallery.pdf,Y23HP4K2__Kim - 2015 - Ron English NeoNature Exhibition @ Corey Helford Gallery.pdf,Completed,6,6,0,0,200,90,1.55,
Y4GHX48N___.pdf,Y4GHX48N___.pdf,Completed,1,1,0,0,200,90,0.54,
Y4XHP87V__Juxtapoz - 1998 - Modern English - - Spring 1998 - PDF.pdf.pdf,Y4XHP87V__Juxtapoz - 1998 - Modern English - - Spring 1998 - PDF.pdf.pdf,Completed,3,3,0,0,200,90,3.65,
Y5BN8WMF___.pdf,Y5BN8WMF___.pdf,Completed,2,2,0,0,200,90,1.26,
Y5T5LNYS___.pdf,Y5T5LNYS___.pdf,Completed,6,6,0,0,200,90,2.5,
Y7EJ39KS___.pdf,Y7EJ39KS___.pdf,Completed,6,6,0,0,200,90,4.33,
YB88INL3__Silbert - 2017 - VILLA Honors the Art of Collaboration With New Balance 247 The Collective.pdf,YB88INL3__Silbert - 2017 - VILLA Honors the Art of Collaboration With New Balance 247 The Collective.pdf,Completed,4,4,0,0,200,90,1.06,
YBQSXJYS__Jersey Journal - 2007 - Studio Walk.pdf,YBQSXJYS__Jersey Journal - 2007 - Studio Walk.pdf,Completed,1,1,0,0,200,90,0.76,
YBU4NZT5___.pdf,YBU4NZT5___.pdf,Completed,2,2,0,0,200,90,0.63,
"YCCHEQRT__Martinez - 2010 - Artist Ron English when in doubt, laugh.pdf","YCCHEQRT__Martinez - 2010 - Artist Ron English when in doubt, laugh.pdf",Completed,5,5,0,0,200,90,1.18,
YCIEI6FS__Yazdani - 1995 - Agit-Pop America - Review -Inter alia.pdf,YCIEI6FS__Yazdani - 1995 - Agit-Pop America - Review -Inter alia.pdf,Completed,1,1,0,0,200,90,0.7,
YD6HMBZB___.pdf,YD6HMBZB___.pdf,Completed,3,3,0,0,200,90,1.03,
YES6NNVW__Frank - 2017 - New Ron English Exhibition At Opera Gallery Brings ‘Crucial Fiction’ To New York(2).pdf,YES6NNVW__Frank - 2017 - New Ron English Exhibition At Opera Gallery Brings ‘Crucial Fiction’ To New York(2).pdf,Completed,2,2,0,0,200,90,0.47,
YETJAQ2P__Korero Press - 2015 - Ron English Book Signing.pdf,YETJAQ2P__Korero Press - 2015 - Ron English Book Signing.pdf,Completed,1,1,0,0,200,90,0.23,
YF2Z7EJC__Heavy Metal - 2016 - Ron English.pdf,YF2Z7EJC__Heavy Metal - 2016 - Ron English.pdf,Completed,3,3,0,0,200,90,1.29,
YFLT9JZZ___.pdf,YFLT9JZZ___.pdf,Completed,1,1,0,0,200,90,0.42,
YFTIZQUA__Forbes - Unknown - Riding that Ron English Train.pdf,YFTIZQUA__Forbes - Unknown - Riding that Ron English Train.pdf,Completed,1,1,0,0,200,90,0.56,
YIBW28DI__Gianatasio - 2020 - 'Creatives FOR Biden' Collects Art Around His 40 Policy Positions More than 60 artists have contributed so far.pdf,YIBW28DI__Gianatasio - 2020 - 'Creatives FOR Biden' Collects Art Around His 40 Policy Positions More than 60 artists have contributed so far.pdf,Completed,1,1,0,0,200,90,0.22,
YKRBW64R__m-api-53fceaec-68ac-1e3d-6c70-719ede230153.pdf,YKRBW64R__m-api-53fceaec-68ac-1e3d-6c70-719ede230153.pdf,Completed,2,2,0,0,200,90,0.74,
YLBS2G7L__CFYE - 2008 - Ron English.pdf,YLBS2G7L__CFYE - 2008 - Ron English.pdf,Completed,7,7,0,0,200,90,1.86,
YLM8KAMH___.pdf,YLM8KAMH___.pdf,Completed,1,1,0,0,200,90,0.74,
YN3ZTN9H__Eichman - 1989 - The prisoners of art.pdf,YN3ZTN9H__Eichman - 1989 - The prisoners of art.pdf,Completed,1,1,0,0,200,90,0.49,
YRPX5EGX__Cover march 1992 Urban Jungle by Adam McGovern.pdf,YRPX5EGX__Cover march 1992 Urban Jungle by Adam McGovern.pdf,Completed,2,2,0,0,200,90,0.8,
YRZSUKLW__Duncanville - Unknown - The Midway.pdf,YRZSUKLW__Duncanville - Unknown - The Midway.pdf,Completed,1,1,0,0,200,90,0.27,
YU7UL6LJ__Kidrobot Blog - 2010 - Ron English’s Status Factory Opens At Opera Gallery In New York.pdf,YU7UL6LJ__Kidrobot Blog - 2010 - Ron English’s Status Factory Opens At Opera Gallery In New York.pdf,Completed,4,4,0,0,200,90,1.02,
YVQBCJEL__Gallery - 2018 - Ron English Popagandastan.pdf,YVQBCJEL__Gallery - 2018 - Ron English Popagandastan.pdf,Completed,3,3,0,0,200,90,0.8,
YYFWJ9KC___.pdf,YYFWJ9KC___.pdf,Completed,2,2,0,0,200,90,0.72,
YYZ64N2Q__Absolut - 1991 - Absolut Ad.pdf,YYZ64N2Q__Absolut - 1991 - Absolut Ad.pdf,Completed,1,1,0,0,200,90,0.43,
YZBNGS5L__Beale - 2012 - Obama as The Incredible Hulk by Ron English.pdf,YZBNGS5L__Beale - 2012 - Obama as The Incredible Hulk by Ron English.pdf,Completed,1,1,0,0,200,90,0.23,
Z4GTXELC___.pdf,Z4GTXELC___.pdf,Completed,1,1,0,0,200,90,0.17,
Z6EPJAWG__Ibanez - 2011 - Ron English Seasons In Supurbia Exhibition @ Corey Helford Gallery Recap.pdf,Z6EPJAWG__Ibanez - 2011 - Ron English Seasons In Supurbia Exhibition @ Corey Helford Gallery Recap.pdf,Completed,4,4,0,0,200,90,0.98,
ZAIZLAV2__HB Team - 2009 - Ron English @ The Don Gallery - First Solo Show in Italy.pdf,ZAIZLAV2__HB Team - 2009 - Ron English @ The Don Gallery - First Solo Show in Italy.pdf,Completed,5,5,0,0,200,90,1.07,
ZDZMHV53___.pdf,ZDZMHV53___.pdf,Completed,3,3,0,0,200,90,0.63,
ZEPM9A74__Yoo - 2010 - Extremely Disturbing Ronald McDonald Art (10 pieces).pdf,ZEPM9A74__Yoo - 2010 - Extremely Disturbing Ronald McDonald Art (10 pieces).pdf,Completed,1,1,0,0,200,90,0.23,
ZF4QNMQ9___.pdf,ZF4QNMQ9___.pdf,Completed,2,2,0,0,200,90,0.91,
ZHGWCV9V___.pdf,ZHGWCV9V___.pdf,Completed,1,1,0,0,200,90,0.4,
ZHS4ZC7N__Urban Art Association - 2017 - Ron English Toybox L.A. Show 12022017(2).pdf,ZHS4ZC7N__Urban Art Association - 2017 - Ron English Toybox L.A. Show 12022017(2).pdf,Completed,2,2,0,0,200,90,0.49,
ZIAP4Q84__Juxtapoz - 2007 - Photos Ron English at Opera Gallery.pdf,ZIAP4Q84__Juxtapoz - 2007 - Photos Ron English at Opera Gallery.pdf,Completed,6,6,0,0,200,90,3.92,
ZLRPEXXU__Blazenhoff - 2011 - Ron English’s Stickable Art Offenses.pdf,ZLRPEXXU__Blazenhoff - 2011 - Ron English’s Stickable Art Offenses.pdf,Completed,2,2,0,0,200,90,0.54,
ZNTUP6X4__Foley - Ecce Signum the significance of writing as image.pdf,ZNTUP6X4__Foley - Ecce Signum the significance of writing as image.pdf,Completed,469,469,0,0,200,90,95.53,
ZRMFLJVE__1992 - .pdf,ZRMFLJVE__1992 - .pdf,Completed,1,1,0,0,200,90,0.86,
ZSW4RBK4__Gray - 2016 - Scary Art - Art Pieces That Will Freeze Your Blood.pdf,ZSW4RBK4__Gray - 2016 - Scary Art - Art Pieces That Will Freeze Your Blood.pdf,Completed,4,4,0,0,200,90,0.83,
ZVV3XFUA___.pdf,ZVV3XFUA___.pdf,Completed,2,2,0,0,200,90,0.57,
ZXPFW6M6___.pdf,ZXPFW6M6___.pdf,Completed,1,1,0,0,200,90,0.42,
ZZA4HPKM__ArrestedMotion - 2012 - Preview Ron English – “Crucial Fiction” @ Opera G.pdf,ZZA4HPKM__ArrestedMotion - 2012 - Preview Ron English – “Crucial Fiction” @ Opera G.pdf,Completed,3,3,0,0,200,90,0.89,
ZZEI33ZH___.pdf,ZZEI33ZH___.pdf,Completed,2,2,0,0,200,90,0.86,
